frame,steering,throttle,vector_index,x0,y0,x1,y1,flags
391,-0.021195579137608122,0,182,25,42,26,5,0
391,-0.021195579137608122,0,183,37,39,44,4,0
391,-0.021195579137608122,0,186,54,42,60,0,0
392,-0.01907602122384731,0,182,24,42,27,5,0
392,-0.01907602122384731,0,183,37,40,43,4,0
392,-0.01907602122384731,0,186,55,43,60,0,0
393,-0.01716841910146258,0,182,23,43,27,5,0
393,-0.01716841910146258,0,183,39,39,43,4,0
393,-0.01716841910146258,0,186,54,43,60,0,0
394,-0.015451577191316321,0,182,23,43,27,5,0
394,-0.015451577191316321,0,183,38,38,43,5,0
394,-0.015451577191316321,0,186,54,42,60,0,0
395,-0.01390641947218469,0,182,23,43,27,5,0
395,-0.01390641947218469,0,183,37,40,44,6,0
395,-0.01390641947218469,0,186,54,43,60,0,0
396,-0.012515777524966222,0,182,23,43,27,6,0
396,-0.012515777524966222,0,183,37,40,44,6,0
396,-0.012515777524966222,0,186,54,42,59,0,0
397,-0.0112641997724696,0,182,23,43,26,5,0
397,-0.0112641997724696,0,183,38,37,44,5,0
397,-0.0112641997724696,0,186,54,42,59,0,0
398,-0.010137779795222639,0,182,23,43,26,5,0
398,-0.010137779795222639,0,183,38,38,44,6,0
398,-0.010137779795222639,0,186,54,43,60,0,0
399,-0.009124001815700375,0,182,25,42,26,5,0
399,-0.009124001815700375,0,183,37,40,43,5,0
399,-0.009124001815700375,0,186,55,35,60,0,0
